case_id,label,source,unsupported_claims_count,coverage_ratio,recomputation_fail_count,max_relative_error,mean_relative_error,scale_mismatch_count,period_mismatch_count,ambiguity_count,pnl_table_detected,pnl_identity_fail_count,pnl_margin_fail_count,pnl_missing_baseline_count,pnl_period_strict_mismatch_count
syn_ve_017,FLAG,synthetic_perturbed,1,0.0,0,0.0,0.0,0,0,0,1,0,0,0,0
syn_ve_018,FLAG,synthetic_perturbed,1,0.0,0,0.0,0.0,0,0,0,1,0,0,0,0
syn_ve_019,FLAG,synthetic_perturbed,1,0.0,0,0.0,0.0,0,0,0,1,0,0,0,0
syn_ve_020,FLAG,synthetic_perturbed,1,0.0,0,0.0,0.0,0,0,0,1,0,0,0,0
syn_ve_021,FLAG,synthetic_perturbed,1,0.0,0,0.0,0.0,0,0,0,1,0,0,0,0
syn_ve_022,FLAG,synthetic_perturbed,1,0.0,0,0.0,0.0,0,0,0,1,0,0,0,0
syn_ve_023,FLAG,synthetic_perturbed,1,0.0,0,0.0,0.0,0,0,0,1,0,0,0,0
syn_ve_024,FLAG,synthetic_perturbed,1,0.0,0,0.0,0.0,0,0,0,1,0,0,0,0
syn_ve_025,FLAG,synthetic_perturbed,1,0.0,0,0.0,0.0,0,0,0,1,0,0,0,0
syn_ve_026,FLAG,synthetic_perturbed,1,0.0,0,0.0,0.0,0,0,0,1,0,0,0,0
syn_ve_027,FLAG,synthetic_perturbed,1,0.0,0,0.0,0.0,0,0,0,1,0,0,0,0
syn_ve_028,FLAG,synthetic_perturbed,1,0.0,0,0.0,0.0,0,0,0,1,0,0,0,0
syn_ve_029,FLAG,synthetic_perturbed,1,0.0,0,0.0,0.0,0,0,0,1,0,0,0,0
syn_ve_030,FLAG,synthetic_perturbed,1,0.0,0,0.0,0.0,0,0,0,1,0,0,0,0
syn_ve_031,FLAG,synthetic_perturbed,1,0.0,0,0.0,0.0,0,0,0,1,0,0,0,0
syn_ve_032,FLAG,synthetic_perturbed,1,0.0,0,0.0,0.0,0,0,0,1,0,0,0,0
syn_ve_033,FLAG,synthetic_perturbed,1,0.0,0,0.0,0.0,0,0,0,1,0,0,0,0
syn_pe_000,FLAG,synthetic_perturbed,0,1.0,0,0.0,0.0,0,0,1,1,0,0,0,4
syn_pe_001,FLAG,synthetic_perturbed,0,1.0,0,0.0,0.0,0,0,0,1,0,0,0,4
syn_pe_002,FLAG,synthetic_perturbed,0,1.0,0,0.0,0.0,0,0,0,1,0,0,0,4
syn_pe_003,FLAG,synthetic_perturbed,0,1.0,0,0.0,0.0,0,0,0,1,0,0,0,4
syn_pe_004,FLAG,synthetic_perturbed,0,1.0,0,0.0,0.0,0,0,0,1,0,0,0,4
syn_pe_005,FLAG,synthetic_perturbed,0,1.0,0,0.0,0.0,0,0,0,1,0,0,0,4
syn_pe_006,FLAG,synthetic_perturbed,0,1.0,0,0.0,0.0,0,0,0,1,0,0,0,4
syn_pe_007,FLAG,synthetic_perturbed,0,1.0,0,0.0,0.0,0,0,0,1,0,0,0,4
syn_pe_008,FLAG,synthetic_perturbed,0,1.0,0,0.0,0.0,0,0,0,1,0,0,0,4
syn_pe_009,FLAG,synthetic_perturbed,0,1.0,0,0.0,0.0,0,0,0,1,0,0,0,4
syn_pe_010,FLAG,synthetic_perturbed,0,1.0,0,0.0,0.0,0,0,0,1,0,0,0,4
syn_pe_011,FLAG,synthetic_perturbed,0,1.0,0,0.0,0.0,0,0,0,1,0,0,0,4
syn_pe_012,FLAG,synthetic_perturbed,0,1.0,0,0.0,0.0,0,0,0,1,0,0,0,4
syn_pe_013,FLAG,synthetic_perturbed,0,1.0,0,0.0,0.0,0,0,0,1,0,0,0,4
syn_pe_014,FLAG,synthetic_perturbed,0,1.0,0,0.0,0.0,0,0,0,1,0,0,0,4
syn_pe_015,FLAG,synthetic_perturbed,0,1.0,0,0.0,0.0,0,0,0,1,0,0,0,4
syn_pe_016,FLAG,synthetic_perturbed,0,1.0,0,0.0,0.0,0,0,0,1,0,0,0,4
syn_pe_017,FLAG,synthetic_perturbed,0,1.0,0,0.0,0.0,0,0,0,1,0,0,0,4
syn_pe_018,FLAG,synthetic_perturbed,0,1.0,0,0.0,0.0,0,0,0,1,0,0,0,4
syn_pe_019,FLAG,synthetic_perturbed,0,1.0,0,0.0,0.0,0,0,0,1,0,0,0,4
syn_pe_020,FLAG,synthetic_perturbed,0,1.0,0,0.0,0.0,0,0,0,1,0,0,0,4
syn_pe_021,FLAG,synthetic_perturbed,0,1.0,0,0.0,0.0,0,0,0,1,0,0,0,4
syn_pe_022,FLAG,synthetic_perturbed,0,1.0,0,0.0,0.0,0,0,1,1,0,0,0,4
syn_pe_023,FLAG,synthetic_perturbed,0,1.0,0,0.0,0.0,0,0,0,1,0,0,0,4
syn_pe_024,FLAG,synthetic_perturbed,0,1.0,0,0.0,0.0,0,0,0,1,0,0,0,4
syn_pe_025,FLAG,synthetic_perturbed,0,1.0,0,0.0,0.0,0,0,0,1,0,0,0,4
syn_pe_026,FLAG,synthetic_perturbed,0,1.0,0,0.0,0.0,0,0,0,1,0,0,0,4
syn_pe_027,FLAG,synthetic_perturbed,0,1.0,0,0.0,0.0,0,0,0,1,0,0,0,4
syn_pe_028,FLAG,synthetic_perturbed,0,1.0,0,0.0,0.0,0,0,0,1,0,0,0,4
syn_pe_029,FLAG,synthetic_perturbed,0,1.0,0,0.0,0.0,0,0,0,1,0,0,0,4
syn_pe_030,FLAG,synthetic_perturbed,0,1.0,0,0.0,0.0,0,0,0,1,0,0,0,4
syn_pe_031,FLAG,synthetic_perturbed,0,1.0,0,0.0,0.0,0,0,0,1,0,0,0,4
syn_pe_032,FLAG,synthetic_perturbed,0,1.0,0,0.0,0.0,0,0,0,1,0,0,0,4
syn_se_000,FLAG,synthetic_perturbed,0,1.0,0,0.0,0.0,1,0,0,1,0,0,0,0
syn_se_001,FLAG,synthetic_perturbed,0,1.0,0,0.0,0.0,1,0,0,1,0,0,0,0
syn_se_002,FLAG,synthetic_perturbed,0,1.0,0,9.832745007423722e-06,9.832745007423722e-06,1,0,0,1,0,0,0,0
syn_se_003,FLAG,synthetic_perturbed,0,1.0,0,2.7589936294837094e-06,2.7589936294837094e-06,1,0,0,1,0,0,0,0
syn_se_004,FLAG,synthetic_perturbed,0,1.0,0,0.0,0.0,1,0,0,1,0,0,0,0
syn_se_005,FLAG,synthetic_perturbed,0,1.0,0,6.498460514704066e-07,6.498460514704066e-07,1,0,0,1,0,0,0,0
syn_se_006,FLAG,synthetic_perturbed,0,1.0,0,6.827588372890104e-07,6.827588372890104e-07,1,0,0,1,0,0,0,0
syn_se_007,FLAG,synthetic_perturbed,0,1.0,0,3.846139053311333e-06,3.846139053311333e-06,1,0,0,1,0,0,0,0
syn_se_008,FLAG,synthetic_perturbed,0,1.0,0,0.0,0.0,1,0,0,1,0,0,0,0
syn_se_009,FLAG,synthetic_perturbed,0,1.0,0,8.708006184425992e-07,8.708006184425992e-07,1,0,0,1,0,0,0,0
syn_se_010,FLAG,synthetic_perturbed,0,1.0,0,7.477604574299972e-06,7.477604574299972e-06,1,0,0,1,0,0,0,0
syn_se_011,FLAG,synthetic_perturbed,0,1.0,0,3.7043759793443996e-06,3.7043759793443996e-06,1,0,0,1,0,0,0,0
syn_se_012,FLAG,synthetic_perturbed,0,1.0,0,0.0,0.0,1,0,0,1,0,0,0,0
syn_se_013,FLAG,synthetic_perturbed,0,1.0,0,5.741068619548568e-07,5.741068619548568e-07,1,0,0,1,0,0,0,0
syn_se_014,FLAG,synthetic_perturbed,0,1.0,0,1.1084434571908052e-06,1.1084434571908052e-06,1,0,0,1,0,0,0,0
syn_se_015,FLAG,synthetic_perturbed,0,1.0,0,1.2626246684031965e-06,1.2626246684031965e-06,1,0,0,1,0,0,0,0
syn_se_016,FLAG,synthetic_perturbed,0,1.0,0,0.0,0.0,1,0,0,1,0,0,0,0
syn_se_017,FLAG,synthetic_perturbed,0,1.0,0,4.6975020093564844e-07,4.6975020093564844e-07,1,0,0,1,0,0,0,0
syn_se_018,FLAG,synthetic_perturbed,0,1.0,0,2.6364980977666223e-06,2.6364980977666223e-06,1,0,0,1,0,0,0,0
syn_se_019,FLAG,synthetic_perturbed,0,1.0,0,8.965179243817015e-06,8.965179243817015e-06,1,0,0,1,0,0,0,0
syn_se_020,FLAG,synthetic_perturbed,0,1.0,0,0.0,0.0,1,0,0,1,0,0,0,0
syn_se_021,FLAG,synthetic_perturbed,0,1.0,0,6.974492884622359e-07,6.974492884622359e-07,1,0,0,1,0,0,0,0
syn_se_022,FLAG,synthetic_perturbed,0,1.0,0,3.1070760550076745e-06,3.1070760550076745e-06,1,0,0,1,0,0,0,0
syn_se_023,FLAG,synthetic_perturbed,0,1.0,0,3.545805461436193e-06,3.545805461436193e-06,1,0,0,1,0,0,0,0
syn_se_024,FLAG,synthetic_perturbed,0,1.0,0,0.0,0.0,1,0,0,1,0,0,0,0
syn_se_025,FLAG,synthetic_perturbed,0,1.0,0,1.126965639381138e-06,1.126965639381138e-06,1,0,0,1,0,0,0,0
syn_se_026,FLAG,synthetic_perturbed,0,1.0,0,2.6928157023469234e-06,2.6928157023469234e-06,1,0,0,1,0,0,0,0
syn_se_027,FLAG,synthetic_perturbed,0,1.0,0,1.0488712833901617e-05,1.0488712833901617e-05,1,0,0,1,0,0,0,0
syn_se_028,FLAG,synthetic_perturbed,0,1.0,0,0.0,0.0,1,0,0,1,0,0,0,0
syn_se_029,FLAG,synthetic_perturbed,0,1.0,0,2.4045339892902057e-06,2.4045339892902057e-06,1,0,0,1,0,0,0,0
syn_se_030,FLAG,synthetic_perturbed,0,1.0,0,6.403458892355294e-07,6.403458892355294e-07,1,0,0,1,0,0,0,0
syn_se_031,FLAG,synthetic_perturbed,0,1.0,0,7.624988479636971e-06,7.624988479636971e-06,1,0,0,1,0,0,0,0
syn_se_032,FLAG,synthetic_perturbed,0,1.0,0,0.0,0.0,1,0,0,1,0,0,0,0
tatqa_pnl_00091,FLAG,tatqa_real,0,1.0,0,0.004702194357366727,0.004702194357366727,0,0,0,1,2,0,0,0
tatqa_pnl_00092,FLAG,tatqa_real,0,1.0,0,0.04048582995951417,0.04048582995951417,0,0,1,1,2,0,0,0
tatqa_pnl_00010,FLAG,tatqa_real,0,1.0,0,0.020171387979916047,0.020171387979916047,0,0,1,1,2,0,0,0
tatqa_pnl_00008,FLAG,tatqa_real,0,1.0,0,0.018895909006334286,0.018895909006334286,0,0,1,1,2,0,0,0
tatqa_pnl_00009,FLAG,tatqa_real,0,1.0,0,0.018091520318794053,0.018091520318794053,0,0,1,1,2,0,0,0
tatqa_pnl_00083,FLAG,tatqa_real,0,1.0,0,0.01818181818181812,0.01818181818181812,0,0,1,1,2,0,0,0
tatqa_pnl_00298,FLAG,tatqa_real,0,1.0,0,0.0,0.0,0,0,0,1,3,0,0,0
tatqa_pnl_00084,FLAG,tatqa_real,0,1.0,0,0.0,0.0,0,0,0,1,2,0,0,0
c2a_000,FLAG,partial_grounding,1,0.5,0,0.0,0.0,0,0,0,1,0,0,0,0
c2a_001,FLAG,partial_grounding,1,0.5,0,0.0,0.0,0,0,0,1,0,0,0,0
c2a_002,FLAG,partial_grounding,1,0.5,0,0.0,0.0,0,0,0,1,0,0,0,0
c2a_003,FLAG,partial_grounding,1,0.5,0,0.0,0.0,0,0,0,1,0,0,0,0
c2a_004,FLAG,partial_grounding,1,0.5,0,0.0,0.0,0,0,0,1,0,0,0,0
c2a_005,FLAG,partial_grounding,1,0.5,0,0.0,0.0,0,0,0,1,0,0,0,0
c2a_006,FLAG,partial_grounding,1,0.5,0,0.0,0.0,0,0,0,1,0,0,0,0
c2a_007,FLAG,partial_grounding,1,0.5,0,0.0,0.0,0,0,0,1,0,0,0,0
c2a_008,FLAG,partial_grounding,1,0.5,0,0.0,0.0,0,0,0,1,0,0,0,0
c2a_009,FLAG,partial_grounding,1,0.5,0,0.0,0.0,0,0,0,1,0,0,0,0
c2a_010,FLAG,partial_grounding,1,0.5,0,0.0,0.0,0,0,0,1,0,0,0,0
c2a_011,FLAG,partial_grounding,1,0.5,0,0.0,0.0,0,0,0,1,0,0,0,0
c2a_012,FLAG,partial_grounding,1,0.5,0,0.0,0.0,0,0,0,1,0,0,0,0
c2a_013,FLAG,partial_grounding,1,0.5,0,0.0,0.0,0,0,0,1,0,0,0,0
c2a_014,FLAG,partial_grounding,1,0.5,0,0.0,0.0,0,0,0,1,0,0,0,0
c2a_015,FLAG,partial_grounding,1,0.5,0,0.0,0.0,0,0,0,1,0,0,0,0
c2a_016,FLAG,partial_grounding,1,0.5,0,0.0,0.0,0,0,0,1,0,0,0,0
c2a_017,FLAG,partial_grounding,1,0.5,0,0.0,0.0,0,0,0,1,0,0,0,0
c2a_018,FLAG,partial_grounding,1,0.5,0,0.0,0.0,0,0,0,1,0,0,0,0
