case_id,label,source,unsupported_claims_count,coverage_ratio,max_relative_error,mean_relative_error,scale_mismatch_count,ambiguity_count,pnl_identity_fail_count,pnl_period_strict_mismatch_count,grounding_confidence_score,unverifiable_claim_count
tatqa_pnl_00164,ACCEPT,tatqa_gold_train,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00129,ACCEPT,tatqa_gold_train,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00269,ACCEPT,tatqa_gold_train,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00076,ACCEPT,tatqa_gold_train,0,1.0,0.0241770037135462,0.0241770037135462,0,1,0,0,1.0,0
tatqa_pnl_00165,ACCEPT,tatqa_gold_train,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00197,ACCEPT,tatqa_gold_train,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00193,ACCEPT,tatqa_gold_train,0,1.0,0.0,0.0,0,1,0,0,1.0,0
tatqa_pnl_00268,ACCEPT,tatqa_gold_train,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00185,ACCEPT,tatqa_gold_train,0,1.0,0.0026654820079963,0.0026654820079963,0,0,0,0,1.0,0
tatqa_pnl_00261,ACCEPT,tatqa_gold_train,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00241,ACCEPT,tatqa_gold_train,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00294,ACCEPT,tatqa_gold_train,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00262,ACCEPT,tatqa_gold_train,0,1.0,0.0,0.0,0,1,0,0,1.0,0
tatqa_pnl_00295,ACCEPT,tatqa_gold_train,0,1.0,0.0416005440943096,0.0416005440943096,0,0,0,0,1.0,0
tatqa_pnl_00161,ACCEPT,tatqa_gold_train,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00221,ACCEPT,tatqa_gold_train,0,1.0,0.0137040714995035,0.0137040714995035,0,0,0,0,1.0,0
tatqa_pnl_00257,ACCEPT,tatqa_gold_train,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00057,ACCEPT,tatqa_gold_dev,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00093,ACCEPT,tatqa_gold_dev,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00103,ACCEPT,tatqa_gold_dev,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00150,ACCEPT,tatqa_gold_dev,0,1.0,0.018978102189781,0.018978102189781,0,0,0,0,1.0,0
tatqa_pnl_00192,ACCEPT,tatqa_gold_dev,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00266,ACCEPT,tatqa_gold_dev,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00138,ACCEPT,tatqa_gold_dev,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00342,ACCEPT,tatqa_gold_dev,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00330,ACCEPT,tatqa_gold_dev,0,1.0,0.0225806451612903,0.0225806451612903,0,0,0,0,1.0,0
tatqa_pnl_00139,ACCEPT,tatqa_gold_dev,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00237,ACCEPT,tatqa_gold_dev,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00350,ACCEPT,tatqa_gold_dev,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00137,ACCEPT,tatqa_gold_dev,0,1.0,0.0381087573706049,0.0381087573706049,0,1,0,0,1.0,0
tatqa_pnl_00190,ACCEPT,tatqa_gold_dev,0,1.0,0.0095057034220532,0.0095057034220532,0,1,0,0,1.0,0
tatqa_pnl_00187,ACCEPT,tatqa_gold_dev,0,1.0,0.0213450292397659,0.0213450292397659,0,1,0,0,1.0,0
tatqa_pnl_00338,ACCEPT,tatqa_gold_dev,0,1.0,0.0034795168067226,0.0034795168067226,0,0,0,0,1.0,0
tatqa_pnl_00149,ACCEPT,tatqa_gold_dev,0,1.0,0.0152855993563958,0.0152855993563958,0,0,0,0,1.0,0
tatqa_pnl_00024,ACCEPT,tatqa_gold_dev,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00186,ACCEPT,tatqa_gold_test,0,1.0,0.0128173527236875,0.0128173527236875,0,0,0,0,1.0,0
tatqa_pnl_00151,ACCEPT,tatqa_gold_test,0,1.0,0.0418454935622317,0.0418454935622317,0,0,0,0,1.0,0
tatqa_pnl_00236,ACCEPT,tatqa_gold_test,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00184,ACCEPT,tatqa_gold_test,0,1.0,0.0,0.0,0,1,0,0,1.0,0
tatqa_pnl_00050,ACCEPT,tatqa_gold_test,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00340,ACCEPT,tatqa_gold_test,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00347,ACCEPT,tatqa_gold_test,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00080,ACCEPT,tatqa_gold_test,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00343,ACCEPT,tatqa_gold_test,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00302,ACCEPT,tatqa_gold_test,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00230,ACCEPT,tatqa_gold_test,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00215,ACCEPT,tatqa_gold_test,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00346,ACCEPT,tatqa_gold_test,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00102,ACCEPT,tatqa_gold_test,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00259,ACCEPT,tatqa_gold_test,0,1.0,0.0080176202725594,0.0080176202725594,0,1,0,0,1.0,0
tatqa_pnl_00017,ACCEPT,tatqa_gold_test,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00217,ACCEPT,tatqa_gold_test,0,1.0,0.002,0.002,0,0,0,0,1.0,0
tatqa_pnl_00303,ACCEPT,tatqa_gold_test,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00045,ACCEPT,tatqa_gold_test,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00141,ACCEPT,tatqa_gold_test,0,1.0,0.0,0.0,0,0,0,0,1.0,0
