case_id,label,source,unsupported_claims_count,coverage_ratio,max_relative_error,mean_relative_error,scale_mismatch_count,ambiguity_count,pnl_identity_fail_count,pnl_period_strict_mismatch_count,grounding_confidence_score,unverifiable_claim_count
tatqa_pnl_00346_near_miss_error,FLAG,error_injected,0,1.0,0.029,0.029,0,0,0,0,0.6875,0
tatqa_pnl_00237,ACCEPT,tatqa_gold_dev,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00115_scale_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,0,0.0,0
tatqa_pnl_00048_scale_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,0,0.0,0
tatqa_pnl_00236_scale_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,0,0.0,0
case_057,FLAG,cases_v2,1,0.0,0.0,0.0,0,0,0,0,0.0,0
tatqa_pnl_00045_near_miss_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,0,0.0,0
c2c_014,REPAIR,v5_identity_near_miss,0,1.0,0.0,0.0,0,0,2,0,1.0,0
c2c_012,REPAIR,v5_identity_near_miss,0,1.0,0.0,0.0,0,0,2,0,1.0,0
tatqa_pnl_00148,ACCEPT,tatqa_gold_train,0,1.0,0.0,0.0,0,0,0,0,1.0,0
case_013,ACCEPT,cases_v2,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00015,ACCEPT,tatqa_gold_train,0,1.0,0.0384051904562578,0.0384051904562578,0,0,0,0,1.0,0
c2c_003,REPAIR,v5_identity_near_miss,0,1.0,0.0,0.0,0,0,2,0,1.0,0
tatqa_pnl_00013_near_miss_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,0,0.0,0
case_024,ACCEPT,cases_v2,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00093,ACCEPT,tatqa_gold_dev,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00157,ACCEPT,tatqa_gold_train,0,1.0,0.04,0.04,0,0,0,0,1.0,0
tatqa_pnl_00184_scale_error,FLAG,error_injected,0,1.0,0.0284477055391832,0.0284477055391832,0,0,0,0,0.4944,0
c2c_005,REPAIR,v5_identity_near_miss,0,1.0,0.0,0.0,0,0,2,0,1.0,0
case_082,FLAG,cases_v2,0,0.0,0.0,0.0,0,0,0,0,0.0,0
tatqa_pnl_00296_percentage_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,0,0.0,0
tatqa_pnl_00134,ACCEPT,tatqa_gold_train,0,1.0,0.0,0.0,0,0,0,0,1.0,0
case_048,FLAG,cases_v2,0,1.0,0.0,0.0,0,1,0,0,0.88,0
case_014,ACCEPT,cases_v2,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00143_scale_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,0,0.0,0
tatqa_pnl_00230,ACCEPT,tatqa_gold_test,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00294,ACCEPT,tatqa_gold_train,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00073,ACCEPT,tatqa_gold_train,0,1.0,1.2688263138573214e-16,1.2688263138573214e-16,0,0,0,0,1.0,0
tatqa_pnl_00164,ACCEPT,tatqa_gold_train,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00259_near_miss_error,FLAG,error_injected,0,1.0,0.0142304271806214,0.0142304271806214,0,0,0,0,0.9471,0
tatqa_pnl_00302_scale_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,0,0.0,0
tatqa_pnl_00302_near_miss_error,FLAG,error_injected,0,1.0,0.0462962962962962,0.0462962962962962,0,0,0,0,0.5463,0
tatqa_pnl_00296_arithmetic_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,0,0.0,0
tatqa_pnl_00126_near_miss_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,0,0.0,0
case_006,FLAG,cases_v2,0,1.0,0.0080645161290322,0.0080645161290322,0,0,0,0,0.8,0
tatqa_pnl_00102,ACCEPT,tatqa_gold_test,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00265,ACCEPT,tatqa_gold_train,0,1.0,0.0,0.0,0,0,0,0,1.0,0
c2c_010,REPAIR,v5_identity_near_miss,0,1.0,0.0,0.0,0,0,2,0,1.0,0
tatqa_pnl_00338,ACCEPT,tatqa_gold_dev,0,1.0,0.0034795168067226,0.0034795168067226,0,0,0,0,1.0,0
tatqa_pnl_00113_near_miss_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,0,0.0,0
tatqa_pnl_00064_period_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,0,0.0,0
tatqa_pnl_00149,ACCEPT,tatqa_gold_dev,0,1.0,0.0152855993563958,0.0152855993563958,0,0,0,0,1.0,0
tatqa_pnl_00129,ACCEPT,tatqa_gold_train,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00340_near_miss_error,FLAG,error_injected,0,1.0,0.0461290322580645,0.0461290322580645,0,0,0,0,0.4734,0
tatqa_pnl_00350,ACCEPT,tatqa_gold_dev,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00195_period_error,FLAG,error_injected,0,1.0,0.0168241965973535,0.0168241965973535,0,1,0,0,0.8397,0
case_043,ACCEPT,cases_v2,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00346_percentage_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,0,0.0,0
tatqa_pnl_00236,ACCEPT,tatqa_gold_test,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00259,ACCEPT,tatqa_gold_test,0,1.0,0.0080176202725594,0.0080176202725594,0,1,0,0,1.0,0
case_018,FLAG,cases_v2,0,1.0,0.0,0.0,1,0,0,0,1.0,0
tatqa_pnl_00082_scale_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,0,0.0,0
tatqa_pnl_00309_scale_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,0,0.0,0
tatqa_pnl_00177_near_miss_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,2,0,0.0,0
tatqa_pnl_00173_percentage_error,FLAG,error_injected,0,0.0,0.0,0.0,0,0,0,0,0.0,0
tatqa_pnl_00190,ACCEPT,tatqa_gold_dev,0,1.0,0.0095057034220532,0.0095057034220532,0,1,0,0,1.0,0
tatqa_pnl_00050,ACCEPT,tatqa_gold_test,0,1.0,0.0,0.0,0,0,0,0,1.0,0
c2c_004,REPAIR,v5_identity_near_miss,0,1.0,0.0,0.0,0,0,2,0,1.0,0
tatqa_pnl_00070,ACCEPT,tatqa_gold_train,0,1.0,0.0214007782101167,0.0214007782101167,0,1,0,0,1.0,0
tatqa_pnl_00192,ACCEPT,tatqa_gold_dev,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00259_period_error,FLAG,error_injected,0,1.0,0.0190323282899749,0.0190323282899749,0,1,0,0,0.7671,0
tatqa_pnl_00220,ACCEPT,tatqa_gold_train,0,1.0,0.0,0.0,0,0,0,0,1.0,0
case_023,ACCEPT,cases_v2,0,1.0,0.0,0.0,0,0,0,0,1.0,0
case_026,ACCEPT,cases_v2,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00230_arithmetic_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,0,0.0,0
case_070,FLAG,cases_v2,1,0.0,0.0,0.0,0,0,0,0,0.0,0
tatqa_pnl_00115_percentage_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,0,0.0,0
tatqa_pnl_00275_period_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,0,0.0,0
case_020,ACCEPT,cases_v2,0,1.0,0.0,0.0,0,1,0,0,0.94,0
tatqa_pnl_00080_period_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,0,0.0,0
tatqa_pnl_00221,ACCEPT,tatqa_gold_train,0,1.0,0.0137040714995035,0.0137040714995035,0,0,0,0,1.0,0
tatqa_pnl_00082_percentage_error,FLAG,error_injected,0,1.0,0.0231939163498098,0.0231939163498098,0,0,0,0,0.8351,0
tatqa_pnl_00283_near_miss_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,0,0.0,0
case_055,ACCEPT,cases_v2,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00072_period_error,FLAG,error_injected,0,1.0,0.0456375838926174,0.0456375838926174,0,0,0,0,0.5545,0
case_068,ACCEPT,cases_v2,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00253,ACCEPT,tatqa_gold_train,0,1.0,0.0,0.0,0,1,0,0,1.0,0
tatqa_pnl_00113_percentage_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,0,0.0,0
tatqa_pnl_00121,ACCEPT,tatqa_gold_train,0,1.0,0.0253699788583509,0.0253699788583509,0,0,0,0,1.0,0
tatqa_pnl_00016_percentage_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,0,0.0,0
tatqa_pnl_00230_scale_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,0,0.0,0
c2c_007,REPAIR,v5_identity_near_miss,0,1.0,0.0,0.0,0,0,2,0,1.0,0
tatqa_pnl_00017_period_error,FLAG,error_injected,0,1.0,0.0,0.0,0,1,0,0,0.8,0
case_067,ACCEPT,cases_v2,0,1.0,0.0,0.0,0,0,0,0,1.0,0
case_016,FLAG,cases_v2,0,1.0,0.038,0.038,0,0,0,0,0.33,0
tatqa_pnl_00175_arithmetic_error,FLAG,error_injected,0,0.0,0.0,0.0,0,0,0,0,0.0,0
c2c_011,REPAIR,v5_identity_near_miss,0,1.0,0.0,0.0,0,0,2,0,1.0,0
tatqa_pnl_00112_near_miss_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,2,0.0,0
case_028,FLAG,cases_v2,1,0.0,0.0,0.0,0,0,0,0,0.0,0
tatqa_pnl_00302_percentage_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,0,0.0,0
tatqa_pnl_00195_scale_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,0,0.0,0
case_080,FLAG,cases_v2,0,1.0,0.0,0.0,0,0,0,4,0.8,0
tatqa_pnl_00100,ACCEPT,tatqa_gold_train,0,1.0,0.0,0.0,0,0,0,0,1.0,0
case_084,ACCEPT,cases_v2,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00024,ACCEPT,tatqa_gold_dev,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00064_arithmetic_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,0,0.0,0
tatqa_pnl_00160,ACCEPT,tatqa_gold_train,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00141_scale_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,0,0.0,0
case_005,ACCEPT,cases_v2,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00288_percentage_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,0,0.0,0
case_032,ACCEPT,cases_v2,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00101,ACCEPT,tatqa_gold_train,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00293,ACCEPT,tatqa_gold_train,0,1.0,0.0459581452605662,0.0459581452605662,0,0,0,0,1.0,0
tatqa_pnl_00195_percentage_error,FLAG,error_injected,0,1.0,0.0058601134215501,0.0058601134215501,0,1,0,0,0.925,0
tatqa_pnl_00186_percentage_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,0,0.0,0
tatqa_pnl_00111_arithmetic_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,0,0.0,0
tatqa_pnl_00136_arithmetic_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,0,0.0,0
case_027,FLAG,cases_v2,0,1.0,0.037037037037037,0.037037037037037,0,0,0,0,0.342,0
tatqa_pnl_00175_percentage_error,FLAG,error_injected,0,0.0,0.0,0.0,0,0,0,0,0.0,0
tatqa_pnl_00120_period_error,FLAG,error_injected,0,1.0,0.0201907790143084,0.0201907790143084,0,0,0,0,0.5976,0
tatqa_pnl_00161,ACCEPT,tatqa_gold_train,0,1.0,0.0,0.0,0,0,0,0,1.0,0
case_021,ACCEPT,cases_v2,0,1.0,0.0,0.0,0,0,0,0,1.0,0
case_077,ACCEPT,cases_v2,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00218,ACCEPT,tatqa_gold_train,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00023_near_miss_error,FLAG,error_injected,0,0.0,0.0,0.0,0,0,0,0,0.0,0
tatqa_pnl_00177_percentage_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,2,0,0.0,0
tatqa_pnl_00219,ACCEPT,tatqa_gold_train,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00048_percentage_error,FLAG,error_injected,0,1.0,0.0,0.0,0,0,0,0,0.0,0
case_004,ACCEPT,cases_v2,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00151,ACCEPT,tatqa_gold_test,0,1.0,0.0418454935622317,0.0418454935622317,0,0,0,0,1.0,0
tatqa_pnl_00309_arithmetic_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,0,0.0,0
case_008,FLAG,cases_v2,0,1.0,0.0,0.0,0,0,0,4,0.8,0
case_040,FLAG,cases_v2,0,0.0,0.0,0.0,0,0,0,0,0.0,0
tatqa_pnl_00111_percentage_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,0,0.0,0
tatqa_pnl_00064_percentage_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,0,0.0,0
tatqa_pnl_00327_scale_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,2,0,0.0,0
tatqa_pnl_00120_scale_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,0,0.0,0
tatqa_pnl_00346,ACCEPT,tatqa_gold_test,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00342,ACCEPT,tatqa_gold_dev,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00217_period_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,0,0.0,0
tatqa_pnl_00217,ACCEPT,tatqa_gold_test,0,1.0,0.002,0.002,0,0,0,0,1.0,0
case_075,ACCEPT,cases_v2,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00346_period_error,FLAG,error_injected,0,1.0,0.0,0.0,0,0,0,0,0.725,0
tatqa_pnl_00303,ACCEPT,tatqa_gold_test,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00013_arithmetic_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,0,0.0,0
tatqa_pnl_00138,ACCEPT,tatqa_gold_dev,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00159,ACCEPT,tatqa_gold_train,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00234,ACCEPT,tatqa_gold_train,0,1.0,0.0088888888888888,0.0088888888888888,0,0,0,0,1.0,0
case_076,ACCEPT,cases_v2,0,1.0,0.0,0.0,0,0,0,0,1.0,0
case_041,ACCEPT,cases_v2,0,1.0,0.0,0.0,0,0,0,0,0.94,0
tatqa_pnl_00266,ACCEPT,tatqa_gold_dev,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00151_arithmetic_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,0,0.0,0
tatqa_pnl_00340_percentage_error,FLAG,error_injected,0,1.0,0.0313548387096775,0.0313548387096775,0,0,0,0,0.6581,0
tatqa_pnl_00113_scale_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,0,0.0,0
tatqa_pnl_00194_arithmetic_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,0,0.0,0
case_044,ACCEPT,cases_v2,0,1.0,0.0,0.0,0,0,0,0,1.0,0
case_083,ACCEPT,cases_v2,0,1.0,0.0,0.0,0,1,0,0,0.94,0
tatqa_pnl_00112_period_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,2,0.0,0
tatqa_pnl_00347,ACCEPT,tatqa_gold_test,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00310_near_miss_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,0,0.0,0
tatqa_pnl_00136_near_miss_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,0,0.0,0
tatqa_pnl_00111_scale_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,0,0.0,0
tatqa_pnl_00275_scale_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,0,0.0,0
tatqa_pnl_00302_arithmetic_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,0,0.0,0
tatqa_pnl_00050_period_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,0,0.0,0
tatqa_pnl_00343_near_miss_error,FLAG,error_injected,0,1.0,0.0,0.0,0,0,0,0,0.0,0
tatqa_pnl_00050_scale_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,0,0.0,0
tatqa_pnl_00175_near_miss_error,FLAG,error_injected,0,0.0,0.0,0.0,0,0,0,0,0.0,0
case_052,ACCEPT,cases_v2,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00243,ACCEPT,tatqa_gold_train,0,1.0,0.0,0.0,0,1,0,0,1.0,0
tatqa_pnl_00095,ACCEPT,tatqa_gold_train,0,1.0,0.0072460315096643,0.0072460315096643,0,0,0,0,1.0,0
tatqa_pnl_00303_near_miss_error,FLAG,error_injected,0,1.0,0.0212546269238263,0.0212546269238263,0,0,0,0,0.8593,0
tatqa_pnl_00126_period_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,0,0.0,0
case_022,ACCEPT,cases_v2,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00141_percentage_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,0,0.0,0
tatqa_pnl_00236_period_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,0,0.0,0
tatqa_pnl_00050_percentage_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,0,0.0,0
case_031,ACCEPT,cases_v2,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00014_scale_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,0,0.0,0
c2c_002,REPAIR,v5_identity_near_miss,0,1.0,0.0,0.0,0,0,2,0,1.0,0
tatqa_pnl_00328_arithmetic_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,0,0.0,0
tatqa_pnl_00136_period_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,0,0.0,0
tatqa_pnl_00347_near_miss_error,FLAG,error_injected,0,1.0,0.0346564885496183,0.0346564885496183,0,0,0,0,0.6168,0
case_072,FLAG,cases_v2,0,1.0,0.0,0.0,1,0,0,0,1.0,0
case_039,FLAG,cases_v2,0,1.0,0.0,0.0,1,0,0,0,1.0,0
tatqa_pnl_00340_period_error,FLAG,error_injected,0,1.0,0.0,0.0,0,0,0,0,0.925,0
tatqa_pnl_00126_scale_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,0,0.0,0
tatqa_pnl_00105,ACCEPT,tatqa_gold_train,0,1.0,0.0117647058823529,0.0117647058823529,0,1,0,0,1.0,0
case_025,ACCEPT,cases_v2,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00016_scale_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,0,0.0,0
tatqa_pnl_00194_near_miss_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,0,0.0,0
tatqa_pnl_00173_arithmetic_error,FLAG,error_injected,0,0.0,0.0,0.0,0,0,0,0,0.0,0
case_034,ACCEPT,cases_v2,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00296_scale_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,0,0.0,0
tatqa_pnl_00072_arithmetic_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,0,0.0,0
tatqa_pnl_00053_percentage_error,FLAG,error_injected,0,0.0,0.0,0.0,0,0,0,0,0.0,0
case_046,ACCEPT,cases_v2,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00137,ACCEPT,tatqa_gold_dev,0,1.0,0.0381087573706049,0.0381087573706049,0,1,0,0,1.0,0
tatqa_pnl_00175_scale_error,FLAG,error_injected,0,0.0,0.0,0.0,0,0,0,0,0.0,0
tatqa_pnl_00242,ACCEPT,tatqa_gold_train,0,1.0,0.0,0.0,0,1,0,0,1.0,0
tatqa_pnl_00184,ACCEPT,tatqa_gold_test,0,1.0,0.0,0.0,0,1,0,0,1.0,0
case_071,FLAG,cases_v2,0,1.0,0.0,0.0,0,0,0,4,0.8,0
case_012,ACCEPT,cases_v2,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00143_near_miss_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,0,0.0,0
tatqa_pnl_00217_percentage_error,FLAG,error_injected,0,1.0,0.0111538461538461,0.0111538461538461,0,0,0,0,0.8856,0
case_056,ACCEPT,cases_v2,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00236_arithmetic_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,0,0.0,0
tatqa_pnl_00013_percentage_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,0,0.0,0
tatqa_pnl_00156,ACCEPT,tatqa_gold_train,0,1.0,0.0434782608695652,0.0434782608695652,0,0,0,0,1.0,0
tatqa_pnl_00327_arithmetic_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,2,0,0.0,0
tatqa_pnl_00150,ACCEPT,tatqa_gold_dev,0,1.0,0.018978102189781,0.018978102189781,0,0,0,0,1.0,0
tatqa_pnl_00013_period_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,0,0.0,0
tatqa_pnl_00340,ACCEPT,tatqa_gold_test,0,1.0,0.0,0.0,0,0,0,0,1.0,0
case_059,FLAG,cases_v2,0,1.0,0.0,0.0,0,0,0,4,0.8,0
tatqa_pnl_00330,ACCEPT,tatqa_gold_dev,0,1.0,0.0225806451612903,0.0225806451612903,0,0,0,0,1.0,0
tatqa_pnl_00184_arithmetic_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,0,0.0,0
tatqa_pnl_00304,ACCEPT,tatqa_gold_train,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00191,ACCEPT,tatqa_gold_train,0,1.0,0.0192592592592592,0.0192592592592592,0,0,0,0,1.0,0
tatqa_pnl_00056,ACCEPT,tatqa_gold_train,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00217_scale_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,0,0.0,0
case_074,ACCEPT,cases_v2,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00347_period_error,FLAG,error_injected,0,1.0,0.0,0.0,0,0,0,0,0.725,0
tatqa_pnl_00195_arithmetic_error,FLAG,error_injected,0,1.0,0.0135087719298246,0.0135087719298246,0,0,0,0,0.8811,0
tatqa_pnl_00004_near_miss_error,FLAG,error_injected,0,0.0,0.0,0.0,0,0,0,0,0.0,0
tatqa_pnl_00041_arithmetic_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,0,0.0,0
case_054,ACCEPT,cases_v2,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00275_percentage_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,0,0.0,0
tatqa_pnl_00193,ACCEPT,tatqa_gold_train,0,1.0,0.0,0.0,0,1,0,0,1.0,0
tatqa_pnl_00102_scale_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,0,0.0,0
tatqa_pnl_00017,ACCEPT,tatqa_gold_test,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00053_scale_error,FLAG,error_injected,0,0.0,0.0,0.0,0,0,0,0,0.0,0
tatqa_pnl_00080_near_miss_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,0,0.0,0
tatqa_pnl_00120_arithmetic_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,0,0.0,0
case_042,ACCEPT,cases_v2,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00146,ACCEPT,tatqa_gold_train,0,1.0,0.0106537029375258,0.0106537029375258,0,1,0,0,1.0,0
tatqa_pnl_00302,ACCEPT,tatqa_gold_test,0,1.0,0.0,0.0,0,0,0,0,1.0,0
tatqa_pnl_00215_arithmetic_error,FLAG,error_injected,1,0.0,0.0,0.0,0,0,0,0,0.0,0
